NH - Permitting Responsibility,Project Name,Project ID,Project State,Process Step Name,Process Step ID,NH - Permit Pack Type,Permit Application Submitted Date,Permit Application Submitted By,NH - Permit Pickup Verified Date,NH - Permit Pickup Verified By,Permit Rejection Recorded Date,Permit Rejection Recorded By,Permit Rejection Details,AHJ,Utility Company,Tick Counter,Process Step Created,Process Step Completed,Process Step Status
,Skylar 2 @ Newhall Ranch - Lot 57,1158808,CA,NHO - F - Permitting,15981752,,1/5/2026 15:56,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:36,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 14,1158826,CA,NHO - F - Permitting,15981740,,1/5/2026 15:56,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:33,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 56,1158830,CA,NHO - F - Permitting,15980634,,1/2/2026 16:29,Jared Nast,1/7/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/2/2026 6:19,1/7/2026 17:06,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 23,1463300,CA,NHO - F - Permitting,15984051,,1/7/2026 17:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 22:56,1/7/2026 17:20,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 22,1463301,CA,NHO - F - Permitting,15983922,,1/7/2026 17:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 22:19,1/7/2026 17:20,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 21,1463302,CA,NHO - F - Permitting,15983833,,1/6/2026 21:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 21:42,1/7/2026 17:20,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 16,1463303,CA,NHO - F - Permitting,15983339,,1/6/2026 21:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 18:16,1/7/2026 17:20,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 15,1463304,CA,NHO - F - Permitting,15983335,,1/6/2026 21:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 18:16,1/7/2026 17:20,Permit Pickup Complete
Builder,Aspire at Davis (AKA Davis Ranch) - Lot 56,1463305,CA,NHO - F - Permitting,15984148,MPPP w/Builder Plan,1/7/2026 17:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 23:50,1/7/2026 17:20,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 57,1463306,CA,NHO - F - Permitting,15983545,,1/6/2026 21:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 19:36,1/7/2026 17:20,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 58,1463307,CA,NHO - F - Permitting,15983485,,1/6/2026 21:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 19:13,1/7/2026 17:20,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 59,1463308,CA,NHO - F - Permitting,15983491,,1/6/2026 21:00,Nikki Francisco,1/7/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,1/6/2026 19:13,1/7/2026 17:20,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 58,1158806,CA,NHO - F - Permitting,15981761,,1/5/2026 15:56,Jared Nast,1/5/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:39,1/7/2026 17:06,Permit Pickup Complete
,Skylar 2 @ Newhall Ranch - Lot 60,1158818,CA,NHO - F - Permitting,15981769,,1/5/2026 15:57,Jared Nast,1/5/2026,Jared Nast,,,,Los Angeles County,Southern California Edison (SCE),,1/5/2026 15:41,1/7/2026 17:06,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 05,1447174,CA,NHO - F - Permitting,15976956,,12/30/2025 18:00,Nikki Francisco,1/5/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,12/29/2025 18:26,1/5/2026 18:40,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 06,1447175,CA,NHO - F - Permitting,15976957,,12/30/2025 18:00,Nikki Francisco,1/5/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,12/29/2025 18:26,1/5/2026 18:40,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 24,1462908,CA,NHO - F - Permitting,15956341,,12/12/2025 20:00,Nikki Francisco,1/5/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,12/9/2025 23:40,1/5/2026 18:50,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 14,1462909,CA,NHO - F - Permitting,15954388,,12/9/2025 20:00,Nikki Francisco,1/5/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,12/9/2025 7:22,1/5/2026 18:50,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 13,1462910,CA,NHO - F - Permitting,15954379,,12/9/2025 20:00,Nikki Francisco,1/5/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,12/9/2025 6:36,1/5/2026 18:50,Permit Pickup Complete
,Aspire @ Cypress Crossing - Tract 7213-2 - Lot 12,1462911,CA,NHO - F - Permitting,15954375,,12/9/2025 20:00,Nikki Francisco,1/5/2026,Nikki Francisco,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,12/9/2025 6:36,1/5/2026 18:50,Permit Pickup Complete
,Ironwood (Serenade II) - Tract 61118 - Lots 03,1160894,CA,NHO - F - Permitting,15980661,,1/2/2026 14:00,Nikki Francisco,1/2/2026,Nikki Francisco,,,,Lancaster City,Southern California Edison (SCE),,1/2/2026 12:40,1/2/2026 16:25,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 13,1456645,CA,NHO - F - Permitting,15976911,,12/30/2025 21:24,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,1/2/2026 20:29,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 14,1456646,CA,NHO - F - Permitting,15976912,,12/30/2025 21:19,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,1/2/2026 20:30,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 15,1456647,CA,NHO - F - Permitting,15976913,,12/30/2025 22:15,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,1/2/2026 20:24,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 16,1456648,CA,NHO - F - Permitting,15976914,,12/30/2025 22:04,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,1/2/2026 20:26,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 17,1456649,CA,NHO - F - Permitting,15976915,,12/30/2025 22:26,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,1/2/2026 20:27,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 18,1456650,CA,NHO - F - Permitting,15976921,,12/30/2025 21:51,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:30,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 19,1456651,CA,NHO - F - Permitting,15976922,,12/30/2025 22:11,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:24,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 20,1456652,CA,NHO - F - Permitting,15976923,,12/30/2025 20:47,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:25,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 123,1456653,CA,NHO - F - Permitting,15976924,,12/30/2025 21:56,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:29,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 124,1456654,CA,NHO - F - Permitting,15976909,,12/30/2025 21:41,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,1/2/2026 20:29,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 125,1456655,CA,NHO - F - Permitting,15976925,,12/30/2025 21:12,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:30,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 126,1456656,CA,NHO - F - Permitting,15976920,,12/30/2025 22:27,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:27,Permit Pickup Complete
,Cota Vera (Haddington) - Lot 127,1456657,CA,NHO - F - Permitting,15976926,,12/30/2025 21:03,Melvin Garcia,1/2/2026,Melvin Garcia,,,,Chula Vista City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:23,1/2/2026 20:29,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 56 - Lot 1757,1456664,CA,NHO - F - Permitting,15976886,,12/30/2025 18:46,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 18:49,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 56 - Lot 1756,1456665,CA,NHO - F - Permitting,15976885,,12/30/2025 18:46,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 18:49,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 56 - Lot 1755,1456666,CA,NHO - F - Permitting,15976907,,12/30/2025 18:46,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,12/30/2025 18:49,Permit Pickup Complete
Builder,Dorsey at 3 Roots (PA 17) - Bldg. 55 - Lot 1754,1456667,CA,NHO - F - Permitting,15976908,MPPP w/Builder Plan,12/30/2025 18:36,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,12/30/2025 18:39,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 55 - Lot 1753,1456668,CA,NHO - F - Permitting,15976902,,12/30/2025 18:36,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:21,12/30/2025 18:39,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 54 - Lot 1752,1456669,CA,NHO - F - Permitting,15976880,,12/30/2025 18:41,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:19,12/30/2025 18:43,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 54 - Lot 1751,1456670,CA,NHO - F - Permitting,15976904,,12/30/2025 18:41,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:22,12/30/2025 18:43,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 59 - Lot 1766,1456671,CA,NHO - F - Permitting,15976881,,12/30/2025 18:53,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:19,12/30/2025 19:16,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 59 - Lot 1765,1456672,CA,NHO - F - Permitting,15976898,,12/30/2025 18:53,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:21,12/30/2025 19:16,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 59 - Lot 1764,1456673,CA,NHO - F - Permitting,15976897,,12/30/2025 18:53,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:21,12/30/2025 19:16,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 58 - Lot 1763,1456674,CA,NHO - F - Permitting,15976896,,12/30/2025 18:53,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:21,12/30/2025 19:11,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 58 - Lot 1762,1456675,CA,NHO - F - Permitting,15976895,,12/30/2025 18:52,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 19:11,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 58 - Lot 1761,1456676,CA,NHO - F - Permitting,15976893,,12/30/2025 18:52,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 19:11,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 57 - Lot 1760,1456677,CA,NHO - F - Permitting,15976890,,12/30/2025 18:52,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 19:03,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 57 - Lot 1759,1456678,CA,NHO - F - Permitting,15976888,,12/30/2025 18:52,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 19:03,Permit Pickup Complete
,Dorsey at 3 Roots (PA 17) - Bldg. 57 - Lot 1758,1456679,CA,NHO - F - Permitting,15976887,,12/30/2025 18:52,Melvin Garcia,12/30/2025,Melvin Garcia,,,,San Diego City,San Diego Gas & Electric (SDG&E),,12/29/2025 18:20,12/30/2025 19:03,Permit Pickup Complete
,Lotus at Rienda (MR46) - Lot 04,1462828,CA,NHO - F - Permitting,15976962,,12/30/2025 18:00,Nikki Francisco,12/30/2025,Nikki Francisco,,,,Orange County,San Diego Gas & Electric (SDG&E),,12/29/2025 18:29,12/30/2025 21:42,Permit Pickup Complete
,Lotus at Rienda (MR46) - Lot 05,1462829,CA,NHO - F - Permitting,15976963,,12/30/2025 18:00,Nikki Francisco,12/30/2025,Nikki Francisco,,,,Orange County,San Diego Gas & Electric (SDG&E),,12/29/2025 18:29,12/30/2025 21:42,Permit Pickup Complete
,Lotus at Rienda (MR46) - Lot 06,1462830,CA,NHO - F - Permitting,15976960,,12/30/2025 18:00,Nikki Francisco,12/30/2025,Nikki Francisco,,,,Orange County,San Diego Gas & Electric (SDG&E),,12/29/2025 18:28,12/30/2025 21:42,Permit Pickup Complete
,Lotus at Rienda (MR46) - Lot 07,1462831,CA,NHO - F - Permitting,15976964,,12/30/2025 18:00,Nikki Francisco,12/30/2025,Nikki Francisco,,,,Orange County,San Diego Gas & Electric (SDG&E),,12/29/2025 18:29,12/30/2025 21:42,Permit Pickup Complete
,Lotus at Rienda (MR46) - Lot 08,1462832,CA,NHO - F - Permitting,15976965,,12/30/2025 18:00,Nikki Francisco,12/30/2025,Nikki Francisco,,,,Orange County,San Diego Gas & Electric (SDG&E),,12/29/2025 18:29,12/30/2025 21:42,Permit Pickup Complete
Builder,Lotus at Rienda (MR46) - Lot 09,1462833,CA,NHO - F - Permitting,15976966,MPPP w/Builder Plan,12/30/2025 18:00,Nikki Francisco,12/30/2025,Nikki Francisco,,,,Orange County,San Diego Gas & Electric (SDG&E),,12/29/2025 18:29,12/30/2025 21:42,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 84,1463915,CA,NHO - F - Permitting,16052037,,5/15/2026 16:53,Melvin Garcia,5/15/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/15/2026 15:17,5/15/2026 17:04,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 83,1463916,CA,NHO - F - Permitting,16052035,,5/15/2026 16:53,Melvin Garcia,5/15/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/15/2026 15:17,5/15/2026 16:59,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 82,1463917,CA,NHO - F - Permitting,16052039,,5/15/2026 16:53,Melvin Garcia,5/15/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/15/2026 15:17,5/15/2026 17:06,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 81,1463918,CA,NHO - F - Permitting,16052041,,5/15/2026 16:53,Melvin Garcia,5/15/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/15/2026 15:17,5/15/2026 17:09,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 86,1463913,CA,NHO - F - Permitting,16051573,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:23,5/14/2026 18:31,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 85,1463914,CA,NHO - F - Permitting,16051569,,5/14/2026 16:26,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:21,5/14/2026 18:23,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 80,1463919,CA,NHO - F - Permitting,16051557,,5/14/2026 16:23,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:13,5/14/2026 16:24,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 2 - Unit 79,1463920,CA,NHO - F - Permitting,16051519,,5/14/2026 16:17,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 21:39,5/14/2026 16:20,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 71,1463921,CA,NHO - F - Permitting,16051560,,5/14/2026 16:26,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:14,5/14/2026 18:48,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 72,1463922,CA,NHO - F - Permitting,16051565,,5/14/2026 16:26,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:16,5/14/2026 18:43,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 73,1463923,CA,NHO - F - Permitting,16051588,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:43,5/14/2026 18:37,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 74,1463924,CA,NHO - F - Permitting,16051590,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:44,5/14/2026 18:28,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 75,1463925,CA,NHO - F - Permitting,16051594,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:44,5/14/2026 18:40,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 76,1463926,CA,NHO - F - Permitting,16051597,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:44,5/14/2026 18:47,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 77,1463927,CA,NHO - F - Permitting,16051599,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/13/2026 22:45,5/14/2026 18:33,Permit Pickup Complete
,Petal at Florita (Magnolia - MFH) - Bldg. 3 - Unit 78,1463928,CA,NHO - F - Permitting,16051641,,5/14/2026 16:27,Melvin Garcia,5/14/2026,Melvin Garcia,,,,Riverside County,Southern California Edison (SCE),,5/14/2026 14:45,5/14/2026 18:45,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 66,1463557,CA,NHO - F - Permitting,16050695,,5/12/2026 16:03,Melvin Garcia,5/12/2026,Melvin Garcia,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,5/12/2026 14:30,5/12/2026 16:07,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 65,1463558,CA,NHO - F - Permitting,16050702,,5/12/2026 16:03,Melvin Garcia,5/12/2026,Melvin Garcia,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,5/12/2026 14:30,5/12/2026 16:07,Permit Pickup Complete
,Aspire at Davis (AKA Davis Ranch) - Lot 64,1463559,CA,NHO - F - Permitting,16050703,,5/12/2026 16:03,Melvin Garcia,5/12/2026,Melvin Garcia,,,,Bakersfield City,Pacific Gas & Electric Co. (PG&E),,5/12/2026 14:30,5/12/2026 16:07,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 21,1463846,CA,NHO - F - Permitting,16047486,,4/29/2026 21:47,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:15,5/12/2026 22:13,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 20,1463847,CA,NHO - F - Permitting,16047485,,4/29/2026 21:45,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:15,5/12/2026 22:13,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 19,1463848,CA,NHO - F - Permitting,16047483,,4/29/2026 21:43,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:14,5/12/2026 22:13,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 18,1463849,CA,NHO - F - Permitting,16047484,,4/29/2026 21:42,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:15,5/12/2026 22:13,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 24,1463943,CA,NHO - F - Permitting,16047487,,4/29/2026 21:51,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:15,5/12/2026 22:13,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 23,1463944,CA,NHO - F - Permitting,16047488,,4/29/2026 21:49,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:15,5/12/2026 22:13,Permit Pickup Complete
,Serenity Grove (FKA Paradise Ranch) - Lot 22,1463945,CA,NHO - F - Permitting,16047489,,4/29/2026 21:48,Jared Nast,5/12/2026,Jared Nast,,,,Chino Hills City,Southern California Edison (SCE),,4/29/2026 20:16,5/12/2026 22:13,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 3 - Unit 09,1464010,CA,NHO - F - Permitting,16049740,,5/8/2026 18:44,Melvin Garcia,5/8/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,5/7/2026 22:18,5/8/2026 19:30,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 3 - Unit 10,1464011,CA,NHO - F - Permitting,16049744,,5/8/2026 18:56,Melvin Garcia,5/8/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,5/7/2026 22:19,5/8/2026 19:30,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 3 - Unit 11,1464012,CA,NHO - F - Permitting,16049748,,5/8/2026 19:05,Melvin Garcia,5/8/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,5/7/2026 22:19,5/8/2026 19:30,Permit Pickup Complete
,Great Park- Irvine (Andara) - Bldg. 3 - Unit 12,1464013,CA,NHO - F - Permitting,16049752,,5/8/2026 19:12,Melvin Garcia,5/8/2026,Melvin Garcia,,,,City of Irvine CA,Southern California Edison (SCE),,5/7/2026 22:19,5/8/2026 19:30,Permit Pickup Complete
